id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,opening_days,closing_days,stats,tags,description
5318801,129529138,Musée de l'Ardoise et de la Géologie,,Chemin de la Malvalière,53800,Renazé,France,fr,open,47.79468745,-1.0412421144256487,http://geocities.com/musardoise,0243064014,0243068250,"Ouvert dimanche et jours fériés en mai, juin, septembre, octobre, du mercredi au dimanche et jours fériés en juillet-août de 14h à 17h30. Pour les groupes toute l'année sur réservation",,label-date:01/02/2003,label:musee de france;type:musee d'histoire naturelle,
5313001,3773677487,Musée du Vieux Château,,Rue du Val de Mayenne,53000,Laval,France,fr,open,48.068577,-0.7707286,http://laval.fr/musees/musee-du-vieux-château ou http://musees.laval.fr/,0253741230,0243498653,"Ouvert du 1er octobre au 31 mai du mardi au samedi de 9h30 à 12h et de 13h30 à 17h30, les dimanches de 14h à 18h, du 1er juin au 30 septembre du mardi au samedi de 9h30 à12h et de 13h30 à 18h30, les dimanches, 14 juillet et 15 août de 14h à 18h","1er janvier, dimanhces de Pâques et de Pentecôte, 1er mai, 8 mai, Ascension, 1er novembre, 11 novembre et 25 décembre",label-date:01/02/2003,label:musee de france;type:musee,
5912202,626582331,Musée Diocésain d'Art Sacré,,Rue des Incas,59300,Valenciennes,France,fr,open,50.3575723,3.5306353,http://liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html,0327813496,0327813491,Salle d'exposition ouverte 20 jours en 2012 (septembre-décembre),,label-date:01/02/2003,label:musee de france;type:musee,
7511616,84511129,Maison de Balzac,47,Rue Raynouard,75016,Paris,France,fr,open,48.85520045,2.2808817591013373,http://maisondebalzac.paris.fr/,0155744180,0145251922,Ouvert du mardi au dimanche de 10h à 18h,,label-date:08/07/2004,label:musee de france;type:a classer,
2123104,175641505,Musée des Beaux-Arts,,Place de la Libération,21000,Dijon,France,fr,open,47.32163075,5.042364361722523,http://mba.dijon.fr/ ou http://www.ville-dijon.fr/,0380745209,0380745344,Ouvert du mercredi au lundi du 2 mai au 31 octobre de 9h30 à 18h et du 2 novembre au 30 avril de 10h à 17h,"1er janvier, 1er & 8 mai, 14 juillet, 1er & 11 novembre, 25 décembre",label-date:06/01/2002,label:musee de france;type:musee de beaux-arts,
2123101,2482864557,Musée François Rude,,Rue Vaillant,21000,Dijon,France,fr,open,47.321005,5.0442148,http://mba.dijon.fr/ ou http://www.ville-dijon.fr/,0380745270,0380745344,Ouvert de mai à octobre du mercredi au lundi de 9h30 à 18h et de novembre à avril de 10h à 17h,"1er janvier, 1er et 8 mai,14 juillet, 1er et 11 novembre, 25 décembre",label-date:01/02/2003,label:musee de france;type:musee,
5439506,753920204,Musée des Beaux-Arts de Nancy,,Rue Stanislas,54100,Nancy,France,fr,open,48.6936593,6.1818995387620195,http://mban.nancy.fr/,0383853072,0383853076,Ouvert du mercredi au lundi de 10h à 18h,"1er janvier, 1er mai, 14 juillet, 1er novembre, 25 décembre",label-date:06/01/2002,label:musee de france;type:musee de beaux-arts,
5935003,41065833,Musée d'Histoire Naturelle et de Géologie,19,Rue de Bruxelles,59000,Lille,France,fr,open,50.6266587,3.06701952992126,http://mhn.lille.fr/,0328553080,0320861482,"Ouvert le lundi, du mercredi au vendredi de 9h30 à 17h, samedi et dimanche de 10h à 18h",Certains jours fériés,label-date:01/02/2003,label:musee de france;type:musee d'histoire naturelle,
1038705,,Maison de l'Outil et de la Pensée Ouvrière,,,,TROYES,France,fr,open,,,http://mopo3.com/,0325732826,0325739047,Ouvert d'octobre à mars du mercredi au lundi de 10h à 18h et d'avril à septembre tous les jours de 10h à 18h,"25 décembre, 1ère semaine de janvier, lundi de la Pentecôte",label-date:01/02/2003,label:musee de france;type:musee technique et industriel,
6005701,556458814,MUDO - Musée de l'Oise,,Rue Saint-Pierre,60000,Beauvais,France,fr,open,49.4329907,2.0796036241134193,http://mudo.oise.fr/,0344104050,0344484945,Ouvert du mercredi au lundi de 11h à 18h,"1er janvier, lundi de Pâques, 1er mai, lundi de Pentecôte, 11 novembre, 25 décembre",label-date:01/02/2003,label:musee de france;type:musee,
