ref_musee;nom_du_musee;regions;ville;annee;departements;date_appellation;payant;gratuit;total;note;commentaire
1518701;Musée de la Haute Auvergne;AUVERGNE;SAINT-FLOUR;2007;CANTAL;01/02/2003;2879;1046;3925;;
4311701;Musée des Arts et Traditions Populaires de Haute Loire;AUVERGNE;LAVAUDIEU;2007;HAUTE-LOIRE;01/02/2003;14376;453;14829;;
4316201;Musée des Manufactures de Dentelles;AUVERGNE;RETOURNAC;2007;HAUTE-LOIRE;22/04/2002;2838;1746;4584;;
6301001;Musée de la Dentelle;AUVERGNE;ARLANC;2007;PUY DE DÔME;01/02/2003;1400;106;1506;;
6311305;Musée d'Art Roger-Quillot;AUVERGNE;CLERMONT-FERRAND;2007;PUY DE DÔME;01/02/2003;6177;29259;35436;;
6319501;Musée Départemental de la Céramique Gallo-Romaine;AUVERGNE;LEZOUX;2007;PUY DE DÔME;01/02/2003;18182;6087;24269;;
6321101;Musée des Pénitents Blancs;AUVERGNE;MARSAC-EN-LIVRADOIS;2007;PUY DE DÔME;01/02/2003;146;0;146;;
6322301;Musée Paléontologique;AUVERGNE;MENAT;2007;PUY DE DÔME;01/02/2003;1131;118;1249;;
2100801;Musée Alésia;BOURGOGNE;ALISE-SAINTE-REINE;2007;CÔTE D’OR;01/02/2003;;;;F;
2105404;Musée E.J Marey;BOURGOGNE;BEAUNE;2007;CÔTE D’OR;01/02/2003;;;;F;
2115401;Musée du Pays Châtillonnais - Trésor de Vix;BOURGOGNE;CHATILLON-SUR-SEINE;2007;CÔTE D’OR;01/02/2003;12585;3020;15605;;
2142501;Musée Buffon;BOURGOGNE;MONTBARD;2007;CÔTE D’OR;01/02/2003;10887;0;10887;;"2142501 ; 2142502"
2146401;Musée Municipal;BOURGOGNE;NUITS-SAINT-GEORGES;2007;CÔTE D’OR;01/02/2003;1236;676;1912;;
5806201;Musée du Septennat;BOURGOGNE;CHATEAU-CHINON;2007;NIÈVRE;01/02/2003;17231;2608;19839;;
5807901;Musée d'Art et d'Histoire Romain Rolland;BOURGOGNE;CLAMECY;2007;NIÈVRE;01/02/2003;1892;4316;6208;;
5808601;Musée de la Loire;BOURGOGNE;COSNE-SUR-LOIRE;2007;NIÈVRE;01/02/2003;1224;2493;3717;;
5815101;Musée de la Mine;BOURGOGNE;LA MACHINE;2007;NIÈVRE;01/02/2003;5700;1746;7446;;
5819402;Musée de la Faïence et des Beaux-Arts;BOURGOGNE;NEVERS;2007;NIÈVRE;01/02/2003;;;;F;
7101403;Musée Lapidaire Saint-Nicolas;BOURGOGNE;AUTUN;2007;SAONE ET LOIRE;01/02/2003;;;;F;
7101404;Museum d'Histoire Naturelle Jacques de La Comble;BOURGOGNE;AUTUN;2007;SAONE ET LOIRE;06/01/2002;2157;2018;4175;;
7104001;Musée de la Mine;BOURGOGNE;BLANZY;2007;SAONE ET LOIRE;01/02/2003;10545;1325;11870;;
7134201;Musée Eucharistique du Hiéron;BOURGOGNE;PARAY-LE-MONIAL;2007;SAONE ET LOIRE;01/02/2003;4055;3214;7269;;
7134202;Musée Municipal;BOURGOGNE;PARAY-LE-MONIAL;2007;SAONE ET LOIRE;01/02/2003;;;;F;
7127201;Musée Départemental du Compagnonnage;BOURGOGNE;ROMANECHE-THORINS;2007;SAONE ET LOIRE;01/02/2003;2229;1716;3945;;
7156601;Maison du Blé et du Pain;BOURGOGNE;VERDUN-SUR-LE-DOUBS;2007;SAONE ET LOIRE;01/02/2003;3000;675;3675;;
8902401;Muséum - Maison de l'Eau;BOURGOGNE;AUXERRE;2007;YONNE;01/02/2003;0;14356;14356;;
8902501;Musée de l'Avallonnais Jean Després;BOURGOGNE;AVALLON;2007;YONNE;01/02/2003;0;7112;7112;;
8947201;Musée d'Art et d'Histoire du Puisaye;BOURGOGNE;VILLIERS-SAINT-BENOIT;2007;YONNE;01/02/2003;;;;F;
2903901;Musée de la Pêche;BRETAGNE;CONCARNEAU;2007;FINISTERE;01/02/2003;30755;3497;34252;;
2921701;Musée de Pont-Aven;BRETAGNE;PONT-AVEN;2007;FINISTERE;01/02/2003;31729;9173;40902;;
2923201;Musée des Beaux-Arts;BRETAGNE;QUIMPER;2007;FINISTERE;01/02/2003;47947;31176;79123;;
2923202;Musée Départemental Breton;BRETAGNE;QUIMPER;2007;FINISTERE;01/02/2003;29748;19649;49397;;
2928901;Musée de l'Ecole Rurale en Bretagne;BRETAGNE;TREGARVAN;2007;FINISTERE;01/02/2003;10366;1390;11756;;
3528801;Musée International du Long-Cours Cap-Hornier;BRETAGNE;SAINT-MALO;2007;ILE ET VILAINE;01/02/2003;6305;2632;8937;;
5603401;Musée de Préhistoire J. Miln- Z. Le-Rouzic;BRETAGNE;CARNAC;2007;MORBIHAN;01/02/2003;26181;6136;32317;;
5609001;Ecomusée Industriel des Forges;BRETAGNE;INZINZAC-LOCHRIST;2007;MORBIHAN;01/02/2003;2893;1806;4699;;
5618101;Musée National de la Marine;BRETAGNE;PORT-LOUIS;2007;MORBIHAN;01/02/2003;41465;20625;62090;;
1803305;Musée d'Histoire Naturelle Gabriel Foucher;CENTRE;BOURGES;2007;CHER;01/02/2003;9597;18175;27772;;
2808502;Muséum des Sciences Naturelles et de Préhistoire;CENTRE;CHARTRES;2007;EURE ET LOIR;01/02/2003;1427;14208;15635;;
2836301;Musée Farcot;CENTRE;SAINVILLE;2007;EURE ET LOIR;01/02/2003;;;;F;
3601001;Château Musée;CENTRE;AZAY-LE-FERRON;2007;INDRE;01/02/2003;10647;4022;14669;;
3601801;Musée Ornithologique (Ecomusée de la Brenne);CENTRE;LE BLANC;2007;INDRE;01/02/2003;3968;2589;6557;;
3711501;"""Maison Musée"" René Descartes";CENTRE;DESCARTES;2007;INDRE ET LOIRE;01/02/2003;1735;1693;3428;;
3713202;Musée du Terroir;CENTRE;LOCHES;2007;INDRE ET LOIRE;01/02/2003;;;;F;
3724201;Ecomusée du Véron;CENTRE;SAVIGNY-EN-VERON;2007;INDRE ET LOIRE;18/07/2002;9023;0;9023;;
3726101;Muséum d'Histoire Naturelle;CENTRE;TOURS;2007;INDRE ET LOIRE;01/02/2003;6770;10900;17670;;
3726104;Musée des Vins de Touraine;CENTRE;TOURS;2007;INDRE ET LOIRE;01/02/2003;2066;824;2890;;
0819001;Musée de Givet;CHAMPAGNE-ARDENNES;GIVET;2007;ARDENNES;01/02/2003;;;;F;
1038702;Musée Vauluisant - Musée Historique de Troyes et de la Champagne;CHAMPAGNE-ARDENNES;TROYES;2007;AUBE;01/02/2003;;;;;"1038702 ; 1038703"
1038704;Musée des Beaux-Arts (Musée Pic Saint-Loup);CHAMPAGNE-ARDENNES;TROYES;2007;AUBE;01/02/2003;12940;0;12940;;"1038701 ; 1038704"
5206001;Musée Municipal;CHAMPAGNE-ARDENNES;BOURBONNE-LES-BAINS;2007;HAUTE-MARNE;01/02/2003;0;1597;1597;;
5212102;Musée de l'Affiche;CHAMPAGNE-ARDENNES;CHAUMONT;2007;HAUTE-MARNE;01/02/2003;;;;F;
5235301;Musée de la Coutellerie;CHAMPAGNE-ARDENNES;NOGENT;2007;HAUTE-MARNE;18/04/2002;4539;1133;5672;;
5145404;Musée Saint-Rémi;CHAMPAGNE-ARDENNES;REIMS;2007;MARNE;01/02/2003;42362;0;42362;;
2B16901;Musée Départemental Pascal Paoli;CORSE;MOROSAGLIA;2007;HAUTE-CORSE;01/02/2003;2500;2850;5350;;
2505602;Musée du Temps;FRANCHE-COMTE;BESANCON;2007;DOUBS;01/02/2003;4694;30327;35021;;
2538802;Musée du Château des Ducs de Wurtemberg;FRANCHE-COMTE;MONTBELIARD;2007;DOUBS;01/02/2003;9217;17199;26416;;
2541801;Musée de Plein Air des Maisons Comtoises;FRANCHE-COMTE;NANCRAY;2007;DOUBS;01/02/2003;36928;0;36928;;
2543401;Musée-Maison Natale Gustave Courbet;FRANCHE-COMTE;ORNANS;2007;DOUBS;01/02/2003;17021;2681;19702;;
2546201;Musée de Pontarlier;FRANCHE-COMTE;PONTARLIER;2007;DOUBS;01/02/2003;3149;6645;9794;;
7031101;Musée de la Tour des Echevins;FRANCHE-COMTE;LUXEUIL-LES-BAINS;2007;HAUTE-SAONE;01/02/2003;1102;4700;5802;;
3919801;Musée des Beaux-Arts;FRANCHE-COMTE;DOLE;2007;JURA;01/02/2003;0;19542;19542;;
3933301;Musée du Jouet;FRANCHE-COMTE;MOIRANS-EN-MONTAGNE;2007;JURA;01/02/2003;24421;1276;25697;;
3947801;Musée de l'Abbaye/Donations Guy Bardone - René Genis;FRANCHE-COMTE;SAINT-CLAUDE;2007;JURA;01/02/2003;;;;F;
3950001;Musée des Salines;FRANCHE-COMTE;SALINS-LES-BAINS;2007;JURA;01/02/2003;44045;5009;49054;;
9004101;Forge-Musée;FRANCHE-COMTE;ETUEFFONT;2007;TERRITOIRE DE BELFORT;01/02/2003;1749;240;1989;;
9712003;Musée l'Herminier;GUADELOUPE;POINTE-A-PITRE;2007;GUADELOUPE;01/02/2003;;;;F;
9106401;Musée Français de la Photographie;ILE-DE-FRANCE;BIEVRES;2007;ESSONNE;01/02/2003;2948;2836;5784;;
9109701;Musée Dunoyer de Segonzac;ILE-DE-FRANCE;BOUSSY-SAINT-ANTOINE;2007;ESSONNE;01/02/2003;0;260;260;;
9111401;Musée Municipal Robert Dubois-Corneau;ILE-DE-FRANCE;BRUNOY;2007;ESSONNE;01/02/2003;569;3612;4181;;
9202502;Musée des Transports Urbains, Interurbains et Ruraux (Transfert à Chelles);ILE-DE-FRANCE;COLOMBES;2007;HAUTS DE SEINE;01/02/2003;;;;F;
9207301;Musée René Sordes;ILE-DE-FRANCE;SURESNES;2007;HAUTS DE SEINE;01/02/2003;;;;F;
7511601;Musée d'Ennery;ILE-DE-FRANCE;PARIS;2007;PARIS;06/01/2002;;;;F;
7511201;Musée des Arts d'Afrique et d'Océanie - Aquarium;ILE-DE-FRANCE;PARIS;2007;PARIS;06/01/2002;111515;93854;205369;;
7511616;Maison de Balzac;ILE-DE-FRANCE;PARIS;2007;PARIS;08/07/2004;3728;17071;20799;;
7510801;Musée Nissim de Camondo (UCAD);ILE-DE-FRANCE;PARIS;2007;PARIS;06/01/2002;24688;13433;38121;;
7510807;Musée Cernuschi, Musée des Arts de l'Asie de la ville de Paris;ILE-DE-FRANCE;PARIS;2007;PARIS;08/07/2004;15573;35341;50914;;
7510709;Musée du Quai Branly;ILE-DE-FRANCE;PARIS;2007;PARIS;09/12/2004;920886;571554;1492440;;
7724301;Musée Gatien Bonnet;ILE-DE-FRANCE;LAGNY-SUR-MARNE;2007;SEINE ET MARNE;01/02/2003;774;3126;3900;;
7728401;Musée Bossuet;ILE-DE-FRANCE;MEAUX;2007;SEINE ET MARNE;01/02/2003;3257;4119;7376;;
7733301;Musée Départemental de Préhistoire d'Île de France;ILE-DE-FRANCE;NEMOURS;2007;SEINE ET MARNE;01/02/2003;3397;30553;33950;;
9304601;Musée Municipal;ILE-DE-FRANCE;LIVRY-GARGAN;2007;SEINE SAINT-DENIS;01/02/2003;0;12165;12165;;
9307001;Musée Municipal;ILE-DE-FRANCE;SAINT-OUEN;2007;SEINE SAINT-DENIS;01/02/2003;;;;F;
9403401;Ecomusée du Val de Bièvre;ILE-DE-FRANCE;FRESNES;2007;VAL DE MARNE;01/02/2003;0;9831;9831;;
9406801;Musée de Saint-Maur - Villa Médicis;ILE-DE-FRANCE;LA VARENNE-SAINT-HILAIRE;2007;VAL DE MARNE;11/01/2003;0;8828;8828;;
9531301;Musée d'Art et d'Histoire Louis Senlecq;ILE-DE-FRANCE;L'ISLE-ADAM;2007;VAL D'OISE;01/02/2003;1537;8485;10022;;
9535101;Musée Intercommunal d'Histoire et d'Archéologie de Louvres;ILE-DE-FRANCE;ROISSY-EN-FRANCE;2007;VAL D'OISE;01/02/2003;;;;F;
7832201;Musée de la Toile de Jouy;ILE-DE-FRANCE;JOUY-EN-JOSAS;2007;YVELINES;01/02/2003;8711;1348;10059;;
7842001;Musée-Maison Maurice Ravel;ILE-DE-FRANCE;MONTFORT-L'AMAURY;2007;YVELINES;01/02/2003;2117;0;2117;;
7864601;Musée Lambinet;ILE-DE-FRANCE;VERSAILLES;2007;YVELINES;01/02/2003;9993;4753;14746;;
9741301;Muséum Agricole et Industriel Stella Matutina;LA REUNION;PITON-SAINT-LEU;2007;REUNION;01/02/2003;31674;4482;36156;;
9741101;Musée Départemental de la Réunion - Musée Léon Dierx;LA REUNION;SAINT-DENIS;2007;REUNION;01/02/2003;3632;13735;17367;;
1106901;Musée des Beaux-Arts;LANGUEDOC-ROUSSILLON;CARCASSONNE;2007;AUDE;01/02/2003;0;47758;47758;;
1120601;Musée Petiet;LANGUEDOC-ROUSSILLON;LIMOUX;2007;AUDE;01/02/2003;1103;1344;2447;;
1136901;Musée Archéologique;LANGUEDOC-ROUSSILLON;SALLELES D'AUDE;2007;AUDE;01/02/2003;10050;0;10050;;
3035001;Musée Cévenol;LANGUEDOC-ROUSSILLON;LE VIGAN;2007;GARD;01/02/2003;2142;2091;4233;;
3018904;Musée du Vieux Nîmes;LANGUEDOC-ROUSSILLON;NIMES;2007;GARD;01/02/2003;0;17437;17437;;
3018901;Musée d'Histoire Naturelle et de Préhistoire;LANGUEDOC-ROUSSILLON;NIMES;2007;GARD;06/01/2002;0;60504;60504;;
3018905;Musée des Beaux-Arts;LANGUEDOC-ROUSSILLON;NIMES;2007;GARD;01/02/2003;2382;11343;13725;;
3035101;Musée Pierre de Luxembourg;LANGUEDOC-ROUSSILLON;VILLENEUVE-LES-AVIGNON;2007;GARD;01/02/2003;4991;3049;8040;;
3400301;Musée Agathois;LANGUEDOC-ROUSSILLON;AGDE;2007;HERAULT;01/02/2003;1977;3168;5145;;
3403201;Musée des Beaux-Arts de Béziers;LANGUEDOC-ROUSSILLON;BEZIERS;2007;HERAULT;01/02/2003;2858;13607;16465;;
3415301;Musée de la Préhistoire des Matelles;LANGUEDOC-ROUSSILLON;LES MATELLES;2007;HERAULT;01/02/2003;502;1125;1627;;
3417901;Musée Archéologique Paul Soyris;LANGUEDOC-ROUSSILLON;MURVIEL-LES-MONTPELLIER;2007;HERAULT;01/02/2003;0;520;520;;
3430101;Musée Paul Valéry;LANGUEDOC-ROUSSILLON;SETE;2007;HERAULT;01/02/2003;2457;6882;9339;;
6613602;Musée des Monnaies et Médailles Joseph Puig;LANGUEDOC-ROUSSILLON;PERPIGNAN;2007;PYRENEES ORIENTALES;01/02/2003;99;926;1025;;
6613601;Musée du Castillet Casa Pairal;LANGUEDOC-ROUSSILLON;PERPIGNAN;2007;PYRENEES ORIENTALES;01/02/2003;6606;13157;19763;;
6618101;Musée de Cerdagne;LANGUEDOC-ROUSSILLON;SAINTE-LEOCADIE;2007;PYRENEES ORIENTALES;01/02/2003;;;;F;
8704101;Musée René Baubérot;LIMOUSIN;CHATEAUPONSAC;2007;HAUTE VIENNE;01/02/2003;3883;583;4466;;
5439501;Musée de l'Ecole de Nancy;LORRAINE;NANCY;2007;MEURTHE ET MOSELLE;01/02/2003;33295;26211;59506;;
5439506;Musée des Beaux-Arts de Nancy;LORRAINE;NANCY;2007;MEURTHE ET MOSELLE;06/01/2002;43370;65774;109144;;
5443101;"Musée ""au Fil du Papier""";LORRAINE;PONT-A-MOUSSON;2007;MEURTHE ET MOSELLE;01/02/2003;4604;4951;9555;;
5452801;Musée d'Art et d'Histoire de Toul;LORRAINE;TOUL;2007;MEURTHE ET MOSELLE;01/02/2003;2143;2390;4533;;
5535101;Musée Jules Bastien-Lepage - Musée de la Fortification;LORRAINE;MONTMEDY;2007;MEUSE;01/02/2003;12439;1111;13550;;
5550202;Musée de la Bière et du Pays de Stenay;LORRAINE;STENAY;2007;MEUSE;24/02/2003;5735;5054;10789;;
5552701;Musée d'Argonne;LORRAINE;VARENNES-EN-ARGONNE;2007;MEUSE;01/02/2003;1839;0;1839;;
5553301;Musée Jeanne d'Arc;LORRAINE;VAUCOULEURS;2007;MEUSE;01/02/2003;798;756;1554;;
5746302;Musées de la Cour d'Or;LORRAINE;METZ;2007;MOSELLE;01/02/2003;9762;19704;29466;;
5730601;Musée des Mines de fer de Lorraine;LORRAINE;NEUFCHEF;2007;MOSELLE;01/02/2003;20354;927;21281;;
5754001;Musée Militaire et Erckmann-Chatrian;LORRAINE;PHALSBOURG;2007;MOSELLE;01/02/2003;803;159;962;;
5763101;Jardin d'Hiver, Musée de La Faïence;LORRAINE;SARREGUEMINES;2007;MOSELLE;01/02/2003;5790;5357;11147;;
8816002;Musée de l'Image;LORRAINE;EPINAL;2007;VOSGES;01/02/2003;24786;9284;34070;;
8838301;Musée Charles de Bruyères;LORRAINE;REMIREMONT;2007;VOSGES;11/08/2002;1547;6688;8235;;
0920701;Musée de la Forge;MIDI-PYRENEES;MONTGAILHARD;2007;ARIEGE;01/02/2003;28504;3336;31840;;
1220204;Musée Soulages;MIDI-PYRENEES;RODEZ;2007;AVEYRON;2005-12-20 00:00:00;;;;F;
1230001;Musée Municipal Urbain Cabrol;MIDI-PYRENEES;VILLEFRANCHE-DE-ROUERGUE;2007;AVEYRON;01/02/2003;0;3738;3738;;
3225601;Musée des Beaux-Arts et des Arts Décoratifs;MIDI-PYRENEES;MIRANDE;2007;GERS;01/02/2003;761;101;862;;
6505905;Muséum d'Histoire Naturelle;MIDI-PYRENEES;BAGNERES-DE-BIGORRE;2007;HAUTES-PYRENEES;01/02/2003;2148;560;2708;;
6505902;Musée Salies;MIDI-PYRENEES;BAGNERES-DE-BIGORRE;2007;HAUTES-PYRENEES;01/02/2003;5205;560;5765;;
4624001;Musée d'Art Sacré;MIDI-PYRENEES;ROCAMADOUR;2007;LOT;01/02/2003;;;;F;
4630901;Musée de l'Automate;MIDI-PYRENEES;SOUILLAC;2007;LOT;01/02/2003;23108;5024;28132;;
4633001;Musée Municipal;MIDI-PYRENEES;VAYRAC;2007;LOT;01/02/2003;323;0;323;;
8100401;Musée Toulouse Lautrec;MIDI-PYRENEES;ALBI;2007;TARN;01/02/2003;118038;27460;145498;;
8109101;Musée du Protestantisme en Haut-Languedoc;MIDI-PYRENEES;FERRIERES;2007;TARN;01/02/2003;1448;680;2128;;
8111501;Musée Départemental du Textile;MIDI-PYRENEES;LA-BASTIDE-ROUAIROUX;2007;TARN;01/02/2003;0;2209;2209;;
8212101;Musée d'Histoire Naturelle Victor Brun;MIDI-PYRENEES;MONTAUBAN;2007;TARN-ET-GARONNE;01/02/2003;897;4473;5370;;
8215501;Musée de Préhistoire;MIDI-PYRENEES;SAINT-ANTONIN-NOBLE-VAL;2007;TARN-ET-GARONNE;01/02/2003;945;0;945;;
5912201;Musée Municipal de Cambrai;NORD-PAS-DE-CALAIS;CAMBRAI;2007;NORD;01/02/2003;13312;0;13312;;
5918301;Musée des Beaux-Arts;NORD-PAS-DE-CALAIS;DUNKERQUE;2007;NORD;01/02/2003;13910;0;13910;;
5959901;Musée d'Art et d'Industrie;NORD-PAS-DE-CALAIS;TOURCOING;2007;NORD;01/02/2003;0;15228;15228;;
6204102;Musée des Beaux-Arts;NORD-PAS-DE-CALAIS;ARRAS;2007;PAS-DE-CALAIS;06/01/2002;9144;19184;28328;;
6211901;Musée Régional d'Ethnologie;NORD-PAS-DE-CALAIS;BETHUNE;2007;PAS-DE-CALAIS;01/02/2003;0;750;750;;
1411804;Mémorial de Caen;BASSE-NORMANDIE;CAEN;2007;CALVADOS;01/02/2003;380595;0;380595;;
1469201;Musée de la Bataille de Tilly-Sur-Seulles 1944;BASSE-NORMANDIE;TILLY-SUR-SEULLES;2007;CALVADOS;01/02/2003;700;0;700;;
1471501;Musée de Trouville - Villa Montebello;BASSE-NORMANDIE;TROUVILLE-SUR-MER;2007;CALVADOS;01/02/2003;4448;6695;11143;;
5052501;Musée du Granit;BASSE-NORMANDIE;SAINT-MICHEL-DE-MONTJOIE;2007;MANCHE;01/02/2003;838;400;1238;;
5056201;Musée Maritime de l'Ile de Tatihou;BASSE-NORMANDIE;SAINT-VAAST-LA-HOUGUE;2007;MANCHE;01/02/2003;53995;3148;57143;;
2716501;Musée du Verre et de la Pierre;HAUTE-NORMANDIE;CONCHES-EN-OUCHE;2007;EURE;01/02/2003;1745;1505;3250;;
2718301;Musée Artisanal et Industriel d'Instruments à Vent;HAUTE-NORMANDIE;LA COUTURE-BOUSSEY;2007;EURE;01/02/2003;3197;1020;4217;;
7616401;Museoseine;HAUTE-NORMANDIE;CAUDEBEC-EN-CAUX;2007;SEINE-MARITIME;01/02/2003;2729;1689;4418;;
7625501;Musée Louis-Philippe du Château d'Eu;HAUTE-NORMANDIE;EU;2007;SEINE-MARITIME;01/02/2003;9433;3258;12691;;
7625901;Musée des Terres-Neuvas et de la Pêche;HAUTE-NORMANDIE;FECAMP;2007;SEINE-MARITIME;01/02/2003;14556;18925;33481;;
7635101;Musée d'Art Moderne André Malraux - MuMa;HAUTE-NORMANDIE;LE HAVRE;2007;SEINE-MARITIME;01/02/2003;41479;18558;60037;;
7635103;Musée de l'Hôtel Dubocage de Bléville;HAUTE-NORMANDIE;LE HAVRE;2007;SEINE-MARITIME;01/02/2003;;;;F;
7654006;Musée Le Secq des Tournelles;HAUTE-NORMANDIE;ROUEN;2007;SEINE-MARITIME;01/02/2003;6826;8223;15049;;
7654002;MUNAE - Musée National de l'Education;HAUTE-NORMANDIE;ROUEN;2007;SEINE-MARITIME;06/01/2002;5901;6783;12684;;
7654003;Musée Flaubert et d'Histoire de la Médecine;HAUTE-NORMANDIE;ROUEN;2007;SEINE-MARITIME;01/02/2003;2513;3496;6009;;
4401501;Musée de la Fève, Crèches et Traditions Populaires;PAYS DE LA LOIRE;BLAIN;2007;LOIRE-ATLANTIQUE;01/02/2003;1614;417;2031;;
4402101;Musée du Pays de Retz;PAYS DE LA LOIRE;BOURGNEUF-EN-RETZ;2007;LOIRE-ATLANTIQUE;01/02/2003;4779;1670;6449;;
4403601;Musée Municipal;PAYS DE LA LOIRE;CHATEAUBRIANT;2007;LOIRE-ATLANTIQUE;01/02/2003;;;;F;
4417701;Musée du Vignoble Nantais;PAYS DE LA LOIRE;LE PALLET;2007;LOIRE-ATLANTIQUE;01/02/2003;5020;1623;6643;;
4900702;Musée Pincé;PAYS DE LA LOIRE;ANGERS;2007;MAINE-ET-LOIRE;01/02/2003;;;;F;
4900703;Musée Jean Lurcat et de la Tapisserie Contemporaine;PAYS DE LA LOIRE;ANGERS;2007;MAINE-ET-LOIRE;01/02/2003;13505;33077;46582;;
4902101;Musée Joseph Denais;PAYS DE LA LOIRE;BEAUFORT-EN-VALLEE;2007;MAINE-ET-LOIRE;06/10/2002;;;;F;
5318801;Musée de l'Ardoise et de la Géologie;PAYS DE LA LOIRE;RENAZE;2007;MAYENNE;01/02/2003;1504;1340;2844;;
7218101;Musée de Tessé;PAYS DE LA LOIRE;LE MANS;2007;SARTHE;06/01/2002;19374;7657;27031;;
8504601;Musée ornithologique Charles-Payraudeau;PAYS DE LA LOIRE;LA-CHAIZE-LE-VICOMTE;2007;VENDEE;01/02/2003;12;469;481;;
8519401;Musée de l'Abbaye de Sainte-Croix;PAYS DE LA LOIRE;LES SABLES D'OLONNE;2007;VENDEE;01/02/2003;4552;16173;20725;;
8514601;Musée du Nord de la Vendée;PAYS DE LA LOIRE;MONTAIGU;2007;VENDEE;01/02/2003;;;;F;
8516302;Musée du Château;PAYS DE LA LOIRE;NOIRMOUTIER-EN-L'ILE;2007;VENDEE;01/02/2003;19761;2690;22451;;
0257401;Musée Monseigneur Pigneau de Behaine;PICARDIE;ORIGNY-EN-THIERACHE;2007;AISNE;01/02/2003;;;;F;
0269101;Musée Entomologique;PICARDIE;SAINT-QUENTIN;2007;AISNE;01/02/2003;3454;6065;9519;;
0269102;Musée des Beaux-Arts Antoine Lecuyer;PICARDIE;SAINT-QUENTIN;2007;AISNE;01/02/2003;5097;5156;10253;;
0281001;Musée Alexandre Dumas;PICARDIE;VILLERS COTTERETS;2007;AISNE;01/02/2003;1787;0;1787;;
6014301;Musée Pillon;PICARDIE;CHAUMONT-EN-VEXIN;2007;OISE;01/02/2003;;;;NC;
6047103;Musée Jean Calvin;PICARDIE;NOYON;2007;OISE;01/02/2003;1837;1264;3101;;
6047101;Musée du Noyonnais;PICARDIE;NOYON;2007;OISE;01/02/2003;830;3081;3911;;
6066401;Musée Archéologique de la région de Breteuil;PICARDIE;VENDEUIL-CAPLY;2007;OISE;01/02/2003;1473;2332;3805;;
8002102;Musée de l'Hôtel de Berny;PICARDIE;AMIENS;2007;SOMME;01/02/2003;;;;F;
8002103;Muséum d'histoire naturelle;PICARDIE;AMIENS;2007;SOMME;01/02/2003;;;;F;
8062001;Musée Alfred Danicourt;PICARDIE;PERONNE;2007;SOMME;01/02/2003;0;900;900;;
1601504;Cité International de la Bande Dessinée et de l'Image - Musée de la Bande Dessinée;POITOU-CHARENTES;ANGOULEME;2007;CHARENTE;01/02/2003;9417;18485;27902;;
1715301;Musée de la Mytiliculture;POITOU-CHARENTES;ESNANDES;2007;CHARENTE-MARITIME;01/02/2003;3440;58;3498;;
1730004;Musée d'Orbigny-Bernon;POITOU-CHARENTES;LA ROCHELLE;2007;CHARENTE-MARITIME;26/05/2002;1534;7133;8667;;
1729904;Musée National de la Marine;POITOU-CHARENTES;ROCHEFORT;2007;CHARENTE-MARITIME;06/01/2002;13599;11785;25384;;
1729903;Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire;POITOU-CHARENTES;ROCHEFORT;2007;CHARENTE-MARITIME;28/03/2002;5023;20626;25649;;
1741503;Musée Archéologique;POITOU-CHARENTES;SAINTES;2007;CHARENTE-MARITIME;01/02/2003;1373;62100;63473;;
1741502;Musée du Présidial;POITOU-CHARENTES;SAINTES;2007;CHARENTE-MARITIME;01/02/2003;810;2070;2880;;
7920201;Musée d'Art et d'Histoire Georges Turpin;POITOU-CHARENTES;PARTHENAY;2007;DEUX-SEVRES;01/02/2003;757;5865;6622;;
8606602;Musée Municipal de l'Hôtel de Sully;POITOU-CHARENTES;CHATELLERAULT;2007;VIENNE;01/02/2003;;;;F;
8607001;Musée des Traditions Populaires et d'Archéologie;POITOU-CHARENTES;CHAUVIGNY;2007;VIENNE;01/02/2003;9323;6686;16009;;
8614001;Musée de Préhistoire Raymond Touchard;POITOU-CHARENTES;LUSSAC-LES-CHATEAUX;2007;VIENNE;2005-12-20 00:00:00;;;;F;
8616502;Musée Municipal de la Maison-Dieu;POITOU-CHARENTES;MONTMORILLON;2007;VIENNE;01/02/2003;;;;F;
8619404;Musée du baptistère Saint-Jean;POITOU-CHARENTES;POITIERS;2007;VIENNE;01/02/2003;16339;1415;17754;;
0416601;Musée Archéologique;PROVENCE-ALPES-CÔTE D'AZUR;RIEZ-LA-ROMAINE;2007;ALPES DE HAUTE PROVENCE;01/02/2003;919;194;1113;;
0600401;Musée Picasso;PROVENCE-ALPES-CÔTE D'AZUR;ANTIBES;2007;ALPES-MARITIMES;01/02/2003;;;;F;
0603001;Musée Bonnard;PROVENCE-ALPES-CÔTE D'AZUR;LE CANNET;2007;ALPES-MARITIMES;2006-12-06 00:00:00;;;;F;
0608305;Musée des Beaux-Arts;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;2007;ALPES-MARITIMES;01/02/2003;0;18379;18379;;
0608805;Musée Archéologique - Site de  Cimiez;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2007;ALPES-MARITIMES;01/02/2003;8857;18929;27786;;
0608811;Musée National Message Biblique Marc Chagall;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2007;ALPES-MARITIMES;06/01/2002;121555;46706;168261;;
0608809;Musée du Vieux-Logis de Nice;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2007;ALPES-MARITIMES;01/02/2003;0;242;242;;
